GUBERNATORIAL National Summary 1970
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,1970,General,South Dakota,"108,347","Farrar, Frank",Incumbent,"131,616","Kneip, Richard F.",Challenger,N/A,N/A,N/A,N/A,N/A,"23,269",D,.00,45.15,54.85,
Governor,N/A,1970,General,Tennessee,"575,777","Dunn, Winfield",Challenger,"509,521","Hooker, John Jay Jr.",Challenger,N/A,N/A,N/A,N/A,"22,949","66,256",R,.00,53.05,46.95,
Governor,N/A,1970,General,Texas,"1,037,723","Eggers, Paul W.",Challenger,"1,197,736","Smith, Preston",Incumbent,N/A,N/A,N/A,N/A,396,"160,013",D,.00,46.42,53.58,There is a 10 vote discrepancy between the official state Democratic total and the addition of the various county Democratic totals
Governor,N/A,1970,General,Vermont,"87,458","Davis, Deane C.",Incumbent,"66,028","O'Brien, Leo",Challenger,N/A,N/A,N/A,N/A,42,"21,430",R,.00,56.98,43.02,
Governor,N/A,1970,General,Wisconsin,"602,617","Olson, Jack B.",Challenger,"728,403","Lucey, Patrick J.",Challenger,N/A,N/A,N/A,N/A,"12,140","125,786",D,.00,45.27,54.73,
Governor,N/A,1970,General,Wyoming,"74,249","Hathaway, Stanley K.",Incumbent,"44,008","Rooney, John J.",Challenger,N/A,N/A,N/A,N/A,N/A,"30,241",R,.00,62.79,37.21,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"43,616,390","20,602,969","21,766,369",N/A,"1,247,052","1,163,400",D,47.24,49.90,.00,2.86,48.63,51.37
,
,
,
GUBERNATORIAL National Summary 1969
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,1969,General,New Jersey,"1,411,905","Cahill, William T.",Challenger,"911,003","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,"43,698","500,902",R,.00,60.78,39.22,
Governor,N/A,1969,General,Virginia,"480,869","Holton, Linwood",Challenger,"415,695","Battle, William C.",Challenger,N/A,N/A,N/A,N/A,"19,200","65,174",R,.00,53.63,46.37,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"3,282,370","1,892,774","1,326,698",N/A,"62,898","566,076",R,57.66,40.42,.00,1.92,58.79,41.21
,
,
,
GUBERNATORIAL National Summary 1968
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,19681105,General,Arkansas,"322,777","Rockefeller, Winthrop",Incumbent,"292,813","Crank, Marion",Challenger,N/A,N/A,N/A,N/A,N/A,"29,964",R,.00,52.43,47.57,
Governor,N/A,19681105,General,Arizona,"279,923","Williams, Jack R.",Incumbent,"204,075","Goddard, Sam",Challenger,N/A,N/A,N/A,N/A,N/A,"75,848",R,.00,57.84,42.16,
Governor,N/A,19681105,General,Delaware,"104,474","Peterson, Russell W.",Challenger,"102,360","Terry, Charles L. Jr.",Incumbent,N/A,N/A,N/A,N/A,N/A,"2,114",R,.00,50.51,49.49,
Governor,N/A,19681105,General,Iowa,"613,827","Ray, Robert E.",Challenger,"521,216","Franzenburg, Paul",Challenger,N/A,N/A,N/A,N/A,945,"92,611",R,.00,54.08,45.92,
Governor,N/A,19681105,General,Illinois,"2,307,295","Ogilvie, Richard B.",Challenger,"2,179,501","Shapiro, Samuel H.",Challenger,N/A,N/A,N/A,N/A,"19,204","127,794",R,.00,51.42,48.58,
Governor,N/A,19681105,General,Indiana,"1,080,262","Whitcomb, Edgar D.",Challenger,"965,816","Rock, Robert L.",Challenger,N/A,N/A,N/A,N/A,"2,985","114,446",R,.00,52.80,47.20,
Governor,N/A,19681105,General,Kansas,"410,673","Harman, Rick",Challenger,"447,269","Docking, Robert",Incumbent,N/A,N/A,N/A,N/A,"4,531","36,596",D,.00,47.87,52.13,
Governor,N/A,19680200,General,Louisiana,N/A,N/A,N/A,"372,762","McKeithen, John J.",Incumbent,N/A,N/A,N/A,N/A,N/A,"372,762",D,.00,.00,100.00,
Governor,N/A,19681105,General,Missouri,"691,797","Roos, Lawrence K.",Challenger,"1,072,805","Hearnes, Warren E.",Incumbent,N/A,N/A,N/A,N/A,N/A,"381,008",D,.00,39.20,60.80,
Governor,N/A,1968,General,North Carolina,"737,075","Gardner, James C.",Challenger,"821,233","Scott, Robert W.",Challenger,N/A,N/A,N/A,N/A,N/A,"84,158",D,.00,47.30,52.70,
Governor,N/A,19681105,General,North Dakota,"108,380","McCarney, Robert P.",Challenger,"135,955","Guy, William L.",Incumbent,N/A,N/A,N/A,N/A,"3,663","27,575",D,.00,44.36,55.64,
Governor,N/A,19681105,General,New Hampshire,"149,902","Peterson, Walter R.",Challenger,"135,378","Bussiere, Emile R.",Challenger,N/A,N/A,N/A,N/A,62,"14,524",R,.00,52.55,47.45,
Governor,N/A,19681105,General,New Mexico,"160,140","Cargo, David F.",Incumbent,"157,230","Chavez, Fabian",Challenger,N/A,N/A,N/A,N/A,"1,605","2,910",R,.00,50.46,49.54,
Governor,N/A,19681105,General,Rhode Island,"187,958","Chafee, John H.",Incumbent,"195,766","Licht, Frank",Challenger,N/A,N/A,N/A,N/A,1,"7,808",D,.00,48.98,51.02,
Governor,N/A,19681105,General,South Dakota,"159,646","Farrar, Frank",Challenger,"117,260","Chamerlin, Robert",Challenger,N/A,N/A,N/A,N/A,N/A,"42,386",R,.00,57.65,42.35,
Governor,N/A,19681105,General,Texas,"1,254,333","Eggers, Paul W.",Challenger,"1,662,019","Smith, Preston",Challenger,N/A,N/A,N/A,N/A,157,"407,686",D,.00,43.01,56.99,
Governor,N/A,19681105,General,Utah,"131,729","Buehner, Carl W.",Challenger,"289,283","Rampton, Calvin L.",Incumbent,N/A,N/A,N/A,N/A,N/A,"157,554",D,.00,31.29,68.71,
Governor,N/A,19681105,General,Vermont,"89,387","Davis, Deane C.",Challenger,"71,656","Daley, John J.",Challenger,N/A,N/A,N/A,N/A,46,"17,731",R,.00,55.51,44.49,
Governor,N/A,19681105,General,Washington,"692,377","Evans, Daniel J.",Incumbent,"560,262","O'Connell, John J.",Challenger,N/A,N/A,N/A,N/A,"12,715","132,115",R,.00,55.27,44.73,
Governor,N/A,19681105,General,Wisconsin,"893,463","Knowles, Warren P.",Incumbent,"791,100","Lafollette, Bronson C.",Challenger,N/A,N/A,N/A,N/A,"5,175","102,363",R,.00,53.04,46.96,
Governor,N/A,19681105,General,West Virginia,"378,315","Moore, Arch A. Jr.",Challenger,"365,530","Sprouse, James M.",Challenger,N/A,N/A,N/A,N/A,N/A,"12,785",R,.00,50.86,49.14,
Governor,N/A,1968,General,Montana,"116,432","Babcock, Tim M.",Incumbent,"150,481","Anderson, Forrest H.",Challenger,New Reformist,"11,199","Montgomery, NULL",Challenger,N/A,"34,049",D,4.03,43.62,56.38,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"22,544,223","10,870,165","11,611,770","11,199","51,089","741,605",D,48.22,51.51,.05,.23,48.35,51.65
,
,
,
GUBERNATORIAL National Summary 1967.  Returns shown here are for candidates who received 5% or more of the total votes cast.
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,1967,General,Kentucky,"453,323","Nunn, Louie B.",Challenger,"425,674","Ward, Henry",Challenger,N/A,N/A,N/A,N/A,"7,149","27,649",R,.00,51.57,48.43,
Governor,N/A,1967,General,Mississippi,"133,378","Phillips, Rubel L.",Challenger,"315,318","Williams, John Bell",Challenger,N/A,N/A,N/A,N/A,N/A,"181,940",D,.00,29.73,70.27,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"1,334,842","586,701","740,992",N/A,"7,149","154,291",D,43.95,55.51,.00,.54,44.19,55.81
,
,
,
GUBERNATORIAL National Summary 1966.  Returns shown here are for candidates who received 5% or more of the total votes cast.
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,1966,General,Alaska,"33,145","Hickel, Walter J.",Challenger,"32,065","Egan, William A.",Incumbent,N/A,N/A,N/A,N/A,"1,084","1,080",R,.00,50.83,49.17,
Governor,N/A,1966,General,Alabama,"262,943","Martin, James D.",Challenger,"537,505","Wallace, Lurleen B.",Challenger,Independent,"47,653","Robinson, Carl R.",Challenger,N/A,"274,562",D,5.62,32.85,67.15,
Governor,N/A,1966,General,Arizona,"203,438","Williams, Jack R.",Challenger,"174,904","Goddard, Sam",Incumbent,N/A,N/A,N/A,N/A,N/A,"28,534",R,.00,53.77,46.23,
Governor,N/A,1966,General,Arkansas,"306,324","Rockefeller, Winthrop",Challenger,"257,203","Johnson, James Douglas",Challenger,N/A,N/A,N/A,N/A,N/A,"49,121",R,.00,54.36,45.64,
Governor,N/A,1966,General,California,"3,742,913","Reagan, Ronald",Challenger,"2,749,174","Brown, Edmund G.",Incumbent,N/A,N/A,N/A,N/A,"11,358","993,739",R,.00,57.65,42.35,
Governor,N/A,1966,General,Colorado,"356,730","Love, John A.",Incumbent,"287,132","Knous, Robert L.",Challenger,N/A,N/A,N/A,N/A,"16,201","69,598",R,.00,55.40,44.60,
Governor,N/A,1966,General,Connecticut,"446,536","Gengras, E. Clayton",Challenger,"561,599","Dempsey, John N.",Incumbent,N/A,N/A,N/A,N/A,422,"115,063",D,.00,44.29,55.71,
Governor,N/A,1966,General,Florida,"821,190","Kirk, Claude R. Jr.",Challenger,"668,233","High, Robert King",Challenger,N/A,N/A,N/A,N/A,238,"152,957",R,.00,55.13,44.87,
Governor,N/A,1966,General,Georgia,"453,665","Callaway, Howard H.",Challenger,"450,626","Maddox, Lester",Challenger,N/A,N/A,N/A,N/A,"70,728","3,039",R,.00,50.17,49.83,
Governor,N/A,1966,General,Hawaii,"104,324","Crossley, Randolph",Challenger,"108,840","Burns, John A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"4,516",D,.00,48.94,51.06,
Governor,N/A,1966,General,Idaho,"104,586","Samuelson, Don",Challenger,"93,744","Andrus, Cecil D.",Challenger,Independent,"30,913","Swisher, Perry",Challenger,"23,350","10,842",R,12.24,52.73,47.27,"The other vote was: Jungert, Philip W. (Independent) 23,139; Scattered Write-Ins (Other) 211"
Governor,N/A,1966,General,Iowa,"394,518","Murray, William G.",Challenger,"494,259","Hughes, Harold E.",Incumbent,N/A,N/A,N/A,N/A,"4,398","99,741",D,.00,44.39,55.61,
Governor,N/A,1966,General,Kansas,"304,325","Avery, William H.",Incumbent,"380,030","Docking, Robert",Challenger,N/A,N/A,N/A,N/A,"8,600","75,705",D,.00,44.47,55.53,
Governor,N/A,1966,General,Maine,"151,802","Reed, John H.",Incumbent,"172,036","Curtis, Kenneth M.",Challenger,N/A,N/A,N/A,N/A,N/A,"20,234",D,.00,46.88,53.12,
Governor,N/A,1966,General,Maryland,"455,318","Agnew, Spiro T.",Challenger,"373,543","Mahoney, George P.",Challenger,Independent,"90,899","Pressman, Hyman A.",Challenger,N/A,"81,775",R,9.88,54.93,45.07,
Governor,N/A,1966,General,Massachusetts,"1,277,358","Volpe, John A.",Incumbent,"752,720","McCormack, Edward J.",Challenger,N/A,N/A,N/A,N/A,"11,099","524,638",R,.00,62.92,37.08,
Governor,N/A,1966,General,Michigan,"1,490,430","Romney, George W.",Incumbent,"963,383","Ferency, Zoltan A.",Challenger,N/A,N/A,N/A,N/A,"8,096","527,047",R,.00,60.74,39.26,
Governor,N/A,1966,General,Minnesota,"680,593","Levander, Harold",Challenger,"607,943","Rolvaag, Karl F.",Incumbent,N/A,N/A,N/A,N/A,"6,522","72,650",R,.00,52.82,47.18,
Governor,N/A,1966,General,Nebraska,"299,245","Tiemann, Norbert T.",Challenger,"186,985","Sorensen, Philip C.",Challenger,N/A,N/A,N/A,N/A,166,"112,260",R,.00,61.54,38.46,
Governor,N/A,1966,General,Nevada,"71,807","Laxalt, Paul",Challenger,"65,870","Sawyer, Grant",Incumbent,N/A,N/A,N/A,N/A,N/A,"5,937",R,.00,52.16,47.84,
Governor,N/A,1966,General,New Hampshire,"107,259","Gregg, Hugh",Challenger,"125,882","King, John W.",Incumbent,N/A,N/A,N/A,N/A,501,"18,623",D,.00,46.01,53.99,
Governor,N/A,1966,General,New Mexico,"134,625","Cargo, David F.",Challenger,"125,587","Lusk, T. E.",Challenger,N/A,N/A,N/A,N/A,20,"9,038",R,.00,51.74,48.26,
Governor,N/A,1966,General,New York,"2,690,626","Rockefeller, Nelson A.",Incumbent,"2,298,363","O'Connor, Frank",Challenger,Conservative,"510,023","Adams, Paul L.",Challenger,"507,234","392,263",R,8.49,53.93,46.07,"The other vote was: Roosevelt, Franklin D. Jr. (Liberal) 507,234"
Governor,N/A,1966,General,Ohio,"1,795,277","Rhodes, James A.",Incumbent,"1,092,054","Reams, Henry Frazier Jr.",Challenger,N/A,N/A,N/A,N/A,N/A,"703,223",R,.00,62.18,37.82,
Governor,N/A,1966,General,Oklahoma,"377,078","Bartlett, Dewey F.",Challenger,"296,328","Moore, Preston J.",Challenger,N/A,N/A,N/A,N/A,"3,852","80,750",R,.00,56.00,44.00,
Governor,N/A,1966,General,Oregon,"377,346","McCall, Tom",Challenger,"305,008","Straub, Robert W.",Challenger,N/A,N/A,N/A,N/A,508,"72,338",R,.00,55.30,44.70,
Governor,N/A,1966,General,Pennsylvania,"2,110,349","Shafer, Raymond P.",Challenger,"1,868,719","Shapp, Milton J.",Challenger,N/A,N/A,N/A,N/A,"71,600","241,630",R,.00,53.04,46.96,
Governor,N/A,1966,General,Rhode Island,"210,202","Chafee, John H.",Incumbent,"121,862","Hobbs, Horace E.",Challenger,N/A,N/A,N/A,N/A,N/A,"88,340",R,.00,63.30,36.70,
Governor,N/A,1966,General,South Carolina,"184,088","Rogers, Joseph O. Jr.",Challenger,"255,854","McNair, Robert E.",Incumbent,N/A,N/A,N/A,N/A,N/A,"71,766",D,.00,41.84,58.16,
Governor,N/A,1966,General,South Dakota,"131,710","Boe, Nils A.",Incumbent,"96,504","Chamerlin, Robert",Challenger,N/A,N/A,N/A,N/A,N/A,"35,206",R,.00,57.71,42.29,
Governor,N/A,1966,General,Tennessee,N/A,N/A,N/A,"532,998","Ellington, Buford",Challenger,Independent,"64,602","Crowder, H. L.",Challenger,"58,966","468,396",D,9.84,.00,100.00,"The other vote was: Moffett, Charles (Independent) 50,221; Scattered Write-Ins (Other) 8,745"
Governor,N/A,1966,General,Texas,"368,025","Kennerly, T. E.",Challenger,"1,037,517","Connally, John B.",Incumbent,N/A,N/A,N/A,N/A,"20,319","669,492",D,.00,26.18,73.82,
Governor,N/A,1966,General,Vermont,"57,577","Snelling, Richard A.",Challenger,"78,669","Hoff, Philip H.",Incumbent,N/A,N/A,N/A,N/A,16,"21,092",D,.00,42.26,57.74,
Governor,N/A,1966,General,Wisconsin,"626,041","Knowles, Warren P.",Incumbent,"539,258","Lucey, Patrick J.",Challenger,N/A,N/A,N/A,N/A,"4,874","86,783",R,.00,53.72,46.28,
Governor,N/A,1966,General,Wyoming,"65,624","Hathaway, Stanley K.",Challenger,"55,249","Wilkerson, Ernest",Challenger,N/A,N/A,N/A,N/A,N/A,"10,375",R,.00,54.29,45.71,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"41,518,905","21,197,017","18,747,646","744,090","830,152","2,449,371",R,51.05,45.15,1.79,2.00,53.07,46.93
,
,
,
GUBERNATORIAL National Summary 1965.  Returns shown here are for candidates who received 5% or more of the total votes cast.
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,1965,General,New Jersey,"915,996","Dumont, Wayne Jr.",Challenger,"1,279,568","Hughes, Richard J.",Incumbent,N/A,N/A,N/A,N/A,"34,019","363,572",D,.00,41.72,58.28,
Governor,N/A,1965,General,Virginia,"212,207","Holton, Linwood",Challenger,"269,526","Godwin, Mills E. Jr.",Challenger,Conservative,"75,307","Story, William J. Jr.",Challenger,"5,749","57,319",D,13.38,44.05,55.95,"The other vote was: Scattered Write-Ins (Other) 5,749"
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"2,792,372","1,128,203","1,549,094","75,307","39,768","420,891",D,40.40,55.48,2.70,1.42,42.14,57.86
,
,
,
GUBERNATORIAL National Summary 1964.  Returns shown here are for candidates who received 5% or more of the total votes cast.
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,1964,General,Arizona,"221,404","Kleindienst, Richard",Challenger,"252,098","Goddard, Sam",Challenger,N/A,N/A,N/A,N/A,N/A,"30,694",D,.00,46.76,53.24,
Governor,N/A,1964,General,Arkansas,"254,561","Rockefeller, Winthrop",Challenger,"337,489","Faubus, Orval E.",Incumbent,N/A,N/A,N/A,N/A,63,"82,928",D,.00,43.00,57.00,
Governor,N/A,1964,General,Delaware,"97,374","Buckson, David P.",Challenger,"102,797","Terry, Charles L. Jr.",Challenger,N/A,N/A,N/A,N/A,N/A,"5,423",D,.00,48.65,51.35,
Governor,N/A,1964,General,Florida,"686,297","Holley, Charles R.",Challenger,"933,554","Burns, Haydon",Challenger,N/A,N/A,N/A,N/A,"43,630","247,257",D,.00,42.37,57.63,
Governor,N/A,1964,General,Illinois,"2,239,095","Percy, Charles H.",Challenger,"2,418,394","Kerner, Otto",Incumbent,N/A,N/A,N/A,N/A,11,"179,299",D,.00,48.08,51.92,
Governor,N/A,1964,General,Indiana,"901,342","Ristine, Richard O.",Challenger,"1,164,763","Branigin, Roger D.",Challenger,N/A,N/A,N/A,N/A,"6,953","263,421",D,.00,43.63,56.37,
Governor,N/A,1964,General,Iowa,"365,131","Hultman, Evan",Challenger,"794,610","Hughes, Harold E.",Incumbent,N/A,N/A,N/A,N/A,"7,993","429,479",D,.00,31.48,68.52,
Governor,N/A,1964,General,Kansas,"432,667","Avery, William H.",Challenger,"400,264","Wiles, Harry G.",Challenger,N/A,N/A,N/A,N/A,"17,483","32,403",R,.00,51.95,48.05,
Governor,N/A,1964,General,Louisiana,"297,753","Lyons, Charlton H. Sr.",Challenger,"469,589","McKeithen, John J.",Challenger,N/A,N/A,N/A,N/A,"6,048","171,836",D,.00,38.80,61.20,
Governor,N/A,1964,General,Massachusetts,"1,176,462","Volpe, John A.",Challenger,"1,153,416","Bellotti, Francis X.",Challenger,N/A,N/A,N/A,N/A,"10,252","23,046",R,.00,50.49,49.51,
